한글,영어,일어
절연 저항,insulation resistance,絶?抵抗(ゼツエンテイコウ)
절연 트랜스,insulation transformer,
인슐레이터,insulator,
"절연체, 부도체",insulator,
인슐레이터,insulator,
"절연체, 부도체",insulator,
흡입,intake,
흡기,intake,
흡입,intake,
흡기,intake,
흡기 매니폴드,intake manifold,
흡기 구멍,intake port,
흡입 행정,intake stroke,
흡기 밸브,intake valve,吸?弁(キュウキベン)
적분,integral,積分(セキブン)
적분제어동작,integral control action,
집적 회로,integrated circuit,集積回路(シュウセキカイロ)
적분 회로,integrating circuit,
적산 계기,integrating meter,積算計(セキサンケイ)
적산 전력계,integrating watt-meter,
적분기,integrator,
인텔리전트 터미널,intelligent terminal,インテリジェントタ?ミナル(インテリジェントタ?ミナル)
"증압기, 인텐시파이어",intensifier,??器(ゾウアツキ)
증압 어큐뮬레이터,intensifying accumulator,
강도,intensity,
조도,intensity of illumination,
응력 강도,intensity of stress,
상호 작용,interaction,相互作用(ソウゴサヨウ)
호환성,interchangeability,互換性(ゴカンセイ)
호환 공작,interchangeable manufacture,
호환성,interchangeableness,
중간 냉각기,intercooler,インタク?ラ(インタク?ラ)
중간 냉각,intercooling,
"입자간 균열, 입계균열",intercrystalline crack,
"인터페이스, 계면",interface,インタフェイス(インタフェイス)
간섭,interference,
간섭량,interference,
죔새,interference,
간섭,interference,
간섭량,interference,
죔새,interference,
간섭,interference,
간섭량,interference,
죔새,interference,
광간섭식 열팽창계,interference dilatometer,
억지 끼워맞춤,interference fit,
간섭 무늬,interference fringe,
간섭 현미경,interference microscope,
등후 간섭,interference of equal thickness,
광파 간섭,interference of light wave,
이의 간섭,interference of tooth,
간섭계,interferometer,
"중간류, 인터플로우",interflow,
입계부식,intergranular corrosion,
"입계균열, 입자간 균열",intergranular crack,
인터로크,interlock,
엇걸린날 커터,interlocking cutter,
연동 장치,interlocking device,
엇걸린날 측면 밀링커터,interlocking side cutter,
중압 실린더,intermediate cylinder,
중압 터빈,intermediate pressure turbine,
중간축,intermediate shaft,
단속 필릿용접,intermittent fillet welding,
간헐 난방,intermittent heating,
간헐 운동,intermittent motion,
간헐 운동기구,intermittent motion mechanism,
간헐 운동,intermittent movement,
단속 용접,intermittent weld,
단속 용접,intermittent welding,
간헐작동,intermittent working,
내측 브레이크,internal brake,
내면 브로치,internal broach,
내면 브로칭,internal broaching,
내면 센터리스 그라인더,internal centerless grinder,
내연 기관,internal combustion engine,?燃機?(ナイネンキカン)
내연 터빈,internal combustion turbine,
내부 감쇠,internal damping,
내부 효율,internal efficiency,
내부 에너지,internal energy,?部エネルギ?(ナイブエネルギ?)
내력,internal force,
내부 마찰,internal friction,?部摩擦(ナイブマサツ)
"내접 치차, 내접 기어",internal gear,??車(ウチハグルマ)
내면 연삭기,internal grinder,
내면 연삭,internal grinding,
내면 연삭 장치,internal grinding attachment,
내면 연삭기,internal grinding machine,
내부 잠열,internal latent heat,
내부 압력,internal pressure,??(ナイアツ)
내압,internal pressure,??(ナイアツ)
내부 압력,internal pressure,??(ナイアツ)
내압,internal pressure,??(ナイアツ)
내부 저항,internal resistance,
내부 응력,internal stress,?部?力(ナイブオウリョク)
암나사,internal thread,
내력 일,internal work,
내부 일,internal work,
내력 일,internal work,
내부 일,internal work,
국제 원자력 기관,International Atomic Energy Agency,
국제표준화기구(ISO),International Organization for Standard,
국제 실용 온도 눈금,international practical temperature scale,
국제 표준 나사,international standard thread,
국제 단위계,international system of units,
국제 온도 눈금,international temperature scale,
국제 단위,international unit,
국제 직업 훈련 경진 대회,International Vocational Training Competition,
인터폰,interphone,インタホン(インタホン)
보간기,interpolator,
인터폴레이터,interpolator,
보간기,interpolator,
인터폴레이터,interpolator,
인터프리터,interpreter,インタプリタ(インタプリタ)
단계 담금질,interrupted quenching,
단속 점용접,interrupted spot weld,
교차축,intersecting axis,
상관체,intersecting body,
교선,intersection,
교점,intersection,
교차,intersection,
만난점,intersection,
교선,intersection,
교점,intersection,
교차,intersection,
만난점,intersection,
교선,intersection,
교점,intersection,
교차,intersection,
만난점,intersection,
교선,intersection,
교점,intersection,
교차,intersection,
만난점,intersection,
상관체,intersection of solids,
진성 반도체,intrinsic semiconductor,?性半導?(シンセイハンドウタイ)
인바,invar,アンバ(アンバ)
불변강,invariable steel,
발명,invention,
재고,inventory,
재고 관리,inventory control,
인버스 캠,inverse cam,
역편석,inverse segregation,逆偏析(ギャクヘンセキ)
반한시 릴레이,inverse time relay,
역전,inversion,逆?(ギャクテン)
전도,inversion,逆?(ギャクテン)
역,inversion,逆?(ギャクテン)
역전,inversion,逆?(ギャクテン)
전도,inversion,逆?(ギャクテン)
역,inversion,逆?(ギャクテン)
역전,inversion,逆?(ギャクテン)
전도,inversion,逆?(ギャクテン)
역,inversion,逆?(ギャクテン)
도립 기관,inverted engine,
도립 엔진,inverted engine,
도립 기관,inverted engine,
도립 엔진,inverted engine,
후방 압출법,inverted process,
간접 압출법,inverted process,
후방 압출법,inverted process,
간접 압출법,inverted process,
인버터,inverter,
연구,investigation,調査(チョウサ【シラベル】)
조사,investigation,調査(チョウサ【シラベル】)
연구,investigation,調査(チョウサ【シラベル】)
조사,investigation,調査(チョウサ【シラベル】)
인베스트먼트 주조,investment casting,
인벌류트,involute,インボリュ?ト(インボリュ?ト)
점개선,involute,インボリュ?ト(インボリュ?ト)
인벌류트,involute,インボリュ?ト(インボリュ?ト)
점개선,involute,インボリュ?ト(インボリュ?ト)
인벌류트 기어,involute gear,
인벌류트 기어 커터,involute gear cutter,
인벌류트 세레이션,involute serration,
인벌류트 스플라인 브로치,involute spline broach,
인벌류트 스플라인,involute splines,
인벌류트 치형,involute tooth,
인벌류트 치형,involute tooth profile,
내향 플랜지,inward flange,
이온,ion,イオン(イオン)
이온 교환 수지,ion exchange resin,イオン交換樹脂(イオンコウカンジュシ)
이온 주입법,ion implantation,イオン注入(イオンチュウニュウ)
이온 도금,ion plating,イオンめっき(イオンメッキ)
이온 질화법,ionitriding,
전리,ionization,イオン化(イオンカ)
전리 상자,ionization chamber,電離箱(デンリバコ)
이오노머,ionomer,イオノマ(イオノマ)
이리듐,iridium,イリジウム(イリジウム)
철,iron,?(テツ)
감청,iron blue,
철 시멘트,iron cement,
철심,iron core,
아이언 핸드,iron hand,
아이언 로스,iron loss,磁損(ジソン)
철손,iron loss,磁損(ジソン)
아이언 로스,iron loss,磁損(ジソン)
철손,iron loss,磁損(ジソン)
사철,iron sand,
Fe기 초내열 합금,iron-base superalloy,
"아이어닝, 다림질",ironing,
곡선자,irregular curve,
운형자,irregular curve,
곡선자,irregular curve,
운형자,irregular curve,
불가역 사이클,irreversible cycle,
비회전류,irrotational flow,
아이(I)형 단면,I-section,
등엔트로피 변화,isentropic change,
등 엔트로피 효율,isentropic efficiency,
ISO 나사,ISO screw,
등압선,isobar,
"정압 변화, 등압 변화",isobaric expansion,
등압선,isobaric line,
등색선,isochromatic line,
등경사선,isoclinic line,
아이솔레이터,isolator,アイソレ?タ(アイソレ?タ)
등각도,isometric drawing,
등각 투영도,isometric drawing,
등각도,isometric drawing,
등각 투영도,isometric drawing,
등각 투영법,isometrical drawing,
"등온(等溫), 등온선",isotherm,
등온 변화,isothermal change,
등온 압축,isothermal compression,
등온 효율,isothermal efficiency,
등온 팽창,isothermal expansion,
등온선,isothermal line,
항온 변태,isothermal transformation,恒??態(コウオンヘンタイ)
등온 변태,isothermal transformation,恒??態(コウオンヘンタイ)
항온 변태,isothermal transformation,恒??態(コウオンヘンタイ)
등온 변태,isothermal transformation,恒??態(コウオンヘンタイ)
동위 원소,isotope,
아이소토프,isotope,
동위 원소,isotope,
아이소토프,isotope,
등방성,isotropy,
정적 변화,isovolumetric change,
등적변화,isovolumetric change,
정적 변화,isovolumetric change,
등적변화,isovolumetric change,
I형강,I-steel,
IT 기본 공차,IT fundamental tolerance,
아이조드 충격 시험,Izod impact test,
아이조드 충격 시험기,Izod impact testing machine,
줄,J,
잭,jack,
잭 볼트,jack bolt,
거친 대패,jack plane,
잭다운,jack-down,
재킷,jacket,
재킷형 개스킷,jacketed gasket,
재킹 오일 펌프,jacking oil pump,
잭업,jack-up,
자카드,jacquard,ジャカ?ド(ジャカ?ド)
자카드 직조기,jacquard machine,
"얇은 너트, 잼 너트",jam nut,
일본식 큐폴라,Japanese cupola,
일본 표준 규격,Japanese Engineering Standards,
제스,Japanese Engineering Standards,
일본 표준 규격,Japanese Engineering Standards,
제스,Japanese Engineering Standards,
일본 공업 규격,Japanese Industrial Standards,
지스,Japanese Industrial Standards,
일본 공업 규격,Japanese Industrial Standards,
지스,Japanese Industrial Standards,
조,jaw,顎(アゴ)
턱,jaw,顎(アゴ)
조,jaw,顎(アゴ)
턱,jaw,顎(アゴ)
조 척,jaw chuck,
조 크러셔,jaw crusher,ジョ?クラッシャ(ジョ?クラッシャ)
분사,jet,
제트,jet,
분류,jet,
분사,jet,
제트,jet,
분류,jet,
분사,jet,
제트,jet,
분류,jet,
제트 앵커,jet anchor,
분무 기화기,jet carburettor,
제트 콘덴서,jet condenser,
분사 복수기,jet condenser,
제트 콘덴서,jet condenser,
분사 복수기,jet condenser,
제트 엔진,jet engine,ジェット機?(ジェットキカン)
제트 플랩,jet flap,
제트 윤활,jet lubrication,ジェット潤滑(ジェットジュンカツ)
제트기,jet plane,
제트 추진 장치,jet propeller,
제트 추진기,jet propeller,
제트 추진 장치,jet propeller,
제트 추진기,jet propeller,
제트 추진,jet propulsion,ジェット推進(ジェットスイシン)
제트 추진 가스 터빈,jet propulsion gas turbine,
제트 펌프,jet pump,
제트 스러스트,jet thrust,
분사 속도,jet velocity,
보석 베어링,jewel bearing,
J 형 그루브,J-groove,
J 형 그루브 용접,J-groove welding,
지브,jib,ジブ(ジブ)
지브 크레인,jib crane,ジブクレ?ン(ジブクレ?ン)
지브 로더,jib loader,
지그,jig,
지그 보링기,jig borer,
지그 보링기,jig boring machine,ジグ中ぐり盤(ジグナカグリバン)
지그 연삭기,jig grinder,
짐크로,jimcrow,
조버즈 리머,jobers reamer,
맞춤핀,joggle,
맞물림 겹치기이음,joggled lap joint,
단붙임,joggling,
조글링,joggling,
단붙임,joggling,
조글링,joggling,
요한슨 블록,Johanson block,
"조인트, 이음",joint,
이음 효율,joint efficiency,
연결 효율,joint efficiency,
이음 효율,joint efficiency,
연결 효율,joint efficiency,
조인트 핀,joint pin,
이음 핀,joint pin,
조인트 핀,joint pin,
이음 핀,joint pin,
공동 기업체,joint venture,合弁?社(ゴウベンガイシャ)
진동 조형기,jolt molding machine,
조미니 곡선,Jominy curve,
줄,joule,
줄열,Joule heat,
열의 일당량,Joule's equivalent,
줄의 법칙,Joule's law,
줄-톰슨 효과,joule-Thomson effect,
저널,journal,
저널 베어링,journal bearing,
저널 박스,journal box,
저더,judder,
점핑,jumping,
점프 스파크,jump-spark,
불꽃 점화,jump-spark ignition,
결합,junction,
연결,junction,
접합점,junction,
결합,junction,
연결,junction,
접합점,junction,
결합,junction,
연결,junction,
접합점,junction,
융커의 열량계,Junker's calorimeter,
융커스 동력계,Junkers dynamometer,
켈빈,K,
캠윌츠,kammwalz,
카플란 수차,Kaplan turbine,カプラン水車(カプランスイシャ)
카르만의 와열,Karman vortex street,Karman渦列(Karmanウズレツ)
용골,keel,キ?ル(キ?ル)
킬,keel,キ?ル(キ?ル)
용골,keel,キ?ル(キ?ル)
킬,keel,キ?ル(キ?ル)
키프 릴레이,keep relay,
수위,keeper,
걸쇠,keeper,
고정구,keeper,
수위,keeper,
걸쇠,keeper,
고정구,keeper,
수위,keeper,
걸쇠,keeper,
고정구,keeper,
켈밋,kelmet,
케네디 키,Kennedy key,
등유,kerosene,?油(トウユ)
등유 기관,kerosene engine,
등유 엔진,kerosene engine,
등유 기관,kerosene engine,
등유 엔진,kerosene engine,
