한글,영어,일어
표준수,preferred numbers,
우선주,preferred stock,
선호옥타브 음성간섭수준,preferred-octave speech interference level,
예비 데이터,preliminary data,
예비설계,preliminary design,
창업비,preliminary expense,
주식발행차금,premium on stock,
할증급 제도,premium plan,
선급비용,prepaid expenses,
미경과 이자할인료,prepaid interest discount,
전처리자,preprocessor,
프리레이트 시트,prerate sheet,
노인성 난청,presbycusis,
노안,presbyopia,
현재가,present value,
현가법,present value method,
현재 가치,present worth,
"현가, 현재가",present worth,
현재 가치,present worth,
"현가, 현재가",present worth,
현가계수,present worth factor,
현가법,present worth method,
압착기,press,
압착 단조,press forging,
압력 용접,pressure welding,
압력-체적선도,pressure-volume diagram,
권위가치,prestige value,
예방 비용,prevention cost,
예방 코스트,prevention costs,
예방 보전,preventive maintenance,
가격,price,
물가지수,price index,
평가벡터,pricing vector,
가격 벡터,pricing vector,
평가벡터,pricing vector,
가격 벡터,pricing vector,
원쌍대법,prima-dual method,
원문제,primal problem,
원단체법,primal simplex method,
원해,primal solution,
원쌍대법,primal-dual method,
주 동작,primary motion,
일차 샘플링,primary sample,
일차 샘플링 단위,primary sample unit,
일차 샘플링 단위,primary sampling unit,
기초 원가,prime cost,
프리미티브,primitive,
원금,principal,
주요 기능,principal function,
최적성 원리,principle for optimality,
작업분할의 원칙,principle of division of labor,
개선의 원칙,principle of improvement,
지령 계통의 원칙,principle of instruction system,
최적성의 원리,principle of optimality,
부품배치원칙,principles of arrangement of components,
동작 경제의 원칙,principles of motion economy,
설비 배치 원칙,principles of plant layout,
인쇄회로,printed circuit,
인쇄기,printer,
사전분포,prior distribution,
우선순위 규칙,priority rule,
죄수의 고민,prisoner's dilemma,
수의계약,private contract,
확률적 시스템,probabilistic system,
확률밀도함수,probability density function,
확률밀도질량함수,probability density mass function,
확률분포,probability distribution,
확률 한계,probability limit,
확률지,probability paper,
확률타점,probability plotting,
확률 이론,probability theory,
평균 가용 수명,probable average service life,
예상수명곡선,probable life curve,
예상사용수명,probable service life,
탐침,probe,
문제해결 어프로치,problem solving approach,
문제 해결 절차,problem solving procedure,
절차분석,procedure analysis,
절차 분석,procedures analysis,
공정,process,
프로세스,process,
공정,process,
프로세스,process,
작업 여유,process allowance delay allowance,
공정 분석,process analysis,
운반 공정 분석,process analysis of materials handling,
공정 평균,process average,
공정 평균 품질,process average quality,
공정 능력,process capability,
공정능력 분석,process capability analysis,
공정 능력지수,process capability index,
공정능력 지수,process capability value,
공정 능력,process capacity,
공정도,process chart,
공정 관리,process control,
공정 관리 조직,process control organization,
공정 관리 방식,process control system,
공정관리 요소,process controlled element,
공정 원가 계산,process cost accounting,
공정 비용 시스템,process cost system,
공정 의사결정도표,process decision program chart,
공정설계,process design,
장치산업,process industry,
장치산업형 연속 생산,process industry-type continuous production,
공정별 배치,process layout,
공정수명주기,process life cycle,
공정규격,process specification,
공정산포,process spread,
공정 분석,process study,
가공,processing,
가공 경로도,processing course chart,
공정 로트 번호,processing lot number,
가공 시간,processing time,
프로세서,processor,
프로세서 언어,processor language,
생산재,producer goods,
프로듀서 시스템,producer system,
생산재의 효용,producer utility,
생산자 위험,producer's risk,
제품,product,
제품분석,product analysis,
제품 비용,product cost,
제품 설계,product design,
제품 차별화,product differentiation,
곱의 형태,product form,
곱의 형태 해를 갖는 대기행렬 네트워크,product form queueing network,
제조물 책임,product liability,
제품 수명,product life,
제품 믹스,product mix,
제품공정 분석표,product process chart,
제품 수량 도표,product quantity chart,
제품전략,product strategy,
제품구조도,product structure tree,
생산,production,
생산 활동 통제,production activity control,
생산 능력,production capacity,
생산 통제,production control,
생산 비용,production cost,
생산 주기,production cycle time,
생산 설계,production design,
생산 공학,production engineering,
생산 요소,production factor,
생산흐름 분석,production flow analysis,
생산 예측,production forecast,
생산 함수,production function,
생산관리,production management,
생산 계획,production planning,
생산계획 모형,production planning model,
생산공정,production process,
생산 절차,production routing,
생산 규칙,production rule,
생산평준화,production smoothing,
생산 시스템,production system,
생산시간,production time,
생산 유형,production type,
생산 효율,productive efficiency,
설비 보전,productive maintenance,
생산시스템,productive system,
생산시스템 수명주기,productive system life cycle,
생산성,productivity,
생산성 지수,productivity index,
생산성 관리,productivity management,
부가가치 생산성,productivity of added value,
원재료 생산성,productivity of materials,
생산성 계획,productivity planning,
생산성 관련 지표,productivity-related index,
곱 극한 추정값,product-limit estimate,
제품 혼합,product-mix,
제품 품질 표준,Product-quality Standards,
PQ 분석,Product-Quantity analysis,
PQ 차트,product-quantity chart,
선의 윤곽도,profile of a line,
면의 윤곽도,profile of a surface,
수익,profit,
손익,profit and loss,
손익 계산서,profit and loss statement,
수익 계획,profit planning,
총자본이익률,profit ratio of total liabilities and net worth,
수익 분배 제도,profit sharing plan,
수익 분배 제도,profit sharing system,
P/A 비율,profit volume ratio,
수익성,profitability,
수익성 지수,profitability index,
PERT,program evaluation and review technique,
PERT,program evaluation review technique,
프로그램 라이브러리,program library,
프로그램 재생 로봇,program playback robot,
프로그램 재생로보트,program playback robot,
프로그램 재생 로봇,program playback robot,
프로그램 재생로보트,program playback robot,
프로그램 내장 방식,program stored,
프로그램형 자동화,programmable automation,
프로그램형 제어기,programmable controller,
PLC,programmable logic controller,
프로그램형 ROM,programmable ROM,
PROFILE,programmed functional indices for laboratory evaluation,
프로그램 학습,programmed learning,
프로그래밍,programming,
프로그래밍 환경,programming environments,
프로그래밍 언어,programming language,
프로그래밍 문제,programming problem,
진도,progress,
진도도표,progress chart,
진도 관리,progress control,
점진적 스트레스 가속수명시험,progressive stress A. L. T.,
프로젝트,project,
프로젝트수지,project balance,
프로젝트 예산,project budget,
PERT,Project Evaluation and Review Technique,
프로젝트 관리,project management,
프로젝트 네트워크,project network,
프로젝트 조직,project organization,
프로젝트 계획,project planning,
프로젝트형 생산,project production,
프로젝트 팀,project team,
프로젝트 가치 공학,project value engineering,
투영공차역,projected tolerance zone,
프로젝션 용접기,projection welder,
프롤로그,Prolog,
하향회전,pronation,
재산,property,
비례 제어,proportional control,
비례비,proportional cost,
위험률 비례모형,proportional hazard model,
비례적 균형배열,proportionally balanced array,
체성감관,proprioceptors,
프로토콜,protocol,
프로토타이핑,prototyping,
근접감지기,proximity sensors,
가상 활동,pseudo activity,
의사-불린계획법,pseudo-Boolean programming problem,
의사코드,pseudocode,
의사코드,pseudo-code,
의사 비용,pseudo-cost,
의사 난수,pseudo-random number,
공공의 피해,public nuisance,
공익사업,public utility,
공익사업체,public utility,
공익사업,public utility,
공익사업체,public utility,
풀 시스템,pull system,
도르래,pulley,
펄스 계수기,pulse counter,
펄스 발생기,pulse generator,
천공 카드,punched card,
펀치 카드,punched card,
천공 카드,punched card,
펀치 카드,punched card,
천공 카드 시스템,punched card system,
펀치 카드 시스템,punched card system,
천공 카드 시스템,punched card system,
펀치 카드 시스템,punched card system,
천공 테이프,punched tape,
구매 책임자,purchase master,
구매 사양,purchase specification,
구매 평가,purchasing evaluation,
구매 검사,purchasing inspection,
구매관리,purchasing management,
구매 계획,purchasing plan,
구매 절차,purchasing procedure,
순수 투자 프로젝트,pure investment project,
순수전략,pure strategy,
푸르킨예 효과,Purkinje effect,
푸시 시스템,push system,
정량주문시스템,Q system,
품질관리,QC,
품질관리의 7가지 기본도구,QC 7 tools,
QC 분임조,QC circle,
QC 공정도,QC process chart,
QDC,QDC,
이차 수렴,quadratic convergence,
2차함수,quadratic function,
이차손실함수,quadratic loss function,
2차 계획법,quadratic programming,
이차 계획법,quadratic programming,
2차 계획법,quadratic programming,
이차 계획법,quadratic programming,
이차계획 문제,quadratic programming problem,
정성적 선택모형,qualitative choice model,
